arrondissement,genre,espece,hauteur,geo_point_2d
20,Alnus,cordata,10,"48.86427831592258, 2.3933873379571886"
19,Fraxinus,excelsior,0,"48.87929548278603, 2.4081323973789575"
8,Platanus,x hispanica,10,"48.87410916519033, 2.297795915572488"
8,Platanus,x hispanica,8,"48.870934697703845, 2.3044743381283106"
10,Acer,negundo,6,"48.87454844743923, 2.3626931635832777"
20,Magnolia,grandiflora,5,"48.86239069789989, 2.394320450841406"
16,Aesculus,x carnea,5,"48.864320487633584, 2.276195255264684"
15,Acer,campestre,8,"48.837219680426095, 2.313263071837493"
12,Acer,x freemanii,6,"48.8214180420389, 2.453344513778979"
13,Ligustrum,lucidum,6,"48.82835296555913, 2.3655750882431237"
18,Ostrya,carpinifolia,6,"48.886364901749566, 2.349652340944394"
18,Catalpa,speciosa,5,"48.893772716413515, 2.363834068505956"
11,Robinia,pseudoacacia,5,"48.859627403350146, 2.389004404891733"
14,Aria,edulis,4,"48.8211718455042, 2.326379930908863"
15,Acer,pseudoplatanus,0,"48.83750253297621, 2.3126920942939777"
13,Liquidambar,styraciflua,5,"48.83505146210211, 2.3723734986867795"
15,Fagus,sylvatica,0,"48.84162964554293, 2.2747946523673965"
18,Quercus,robur,10,"48.893614065913305, 2.351291895734981"
12,Aesculus,hippocastanum,10,"48.83276371779272, 2.405785128605654"
20,Tilia,sp.,6,"48.86577101640805, 2.4103457286849896"
20,Robinia,pseudoacacia,10,"48.85467493011707, 2.412555980001281"
19,Aesculus,x carnea,15,"48.877935189851826, 2.396378273291629"
1,Platanus,x hispanica,20,"48.85581498817421, 2.346119902105273"
13,Aesculus,hippocastanum,6,"48.823141905177316, 2.366328863894373"
19,Platanus,x hispanica,13,"48.899988180111684, 2.37123177944474"
16,Liquidambar,styraciflua,6,"48.85966610919634, 2.269293793421702"
12,Quercus,ilex,10,"48.83202655906764, 2.4536481342064276"
16,Robinia,pseudoacacia,2,"48.87308948558027, 2.274397890612688"
13,Celtis,australis,14,"48.816649650936554, 2.3450078219200434"
19,Carpinus,betulus,10,"48.89441793766805, 2.373119117906272"
9,Platanus,x hispanica,7,"48.87187781385737, 2.3412412179868847"
19,Platanus,x hispanica,10,"48.87914121317656, 2.3831006609808596"
17,Prunus,serrulata,5,"48.89178944846835, 2.311556396413614"
14,Platanus,x hispanica,10,"48.831828639173395, 2.3399669747303253"
17,Acer,platanoides,4,"48.88357821683198, 2.2885296587071084"
16,Styphnolobium,japonicum,9,"48.86782527616563, 2.2859047208194663"
4,Arbutus,unedo,0,"48.85618659179916, 2.3510679174854974"
19,Acer,pseudoplatanus,14,"48.88005505481212, 2.381851683750324"
7,Platanus,occidentalis,9,"48.85107536923675, 2.3123903829735584"
20,Tilia,cordata,10,"48.87146948615599, 2.384113633548083"
19,Pyrus,calleryana,10,"48.88714027028346, 2.3940258711895224"
19,Populus,deltoides,20,"48.88052689349282, 2.3853351577945547"
14,Acer,platanoides,12,"48.816356995529716, 2.341996773566524"
14,Prunus,padus,6,"48.82804152059343, 2.3227620852191255"
18,Pinus,nigra,5,"48.90100309856172, 2.3343750798460032"
15,Magnolia,grandiflora,0,"48.840705695473154, 2.27716193194609"
8,Aesculus,hippocastanum,13,"48.86566387444297, 2.319079247395462"
3,Prunus,sp.,6,"48.861821392950844, 2.3547999248640794"
17,Platanus,x hispanica,10,"48.88063429390985, 2.286083028818027"
17,Pyrus,salicifolia,2,"48.88258550205698, 2.293005770044011"
12,Acer,platanoides,0,"48.836889361467065, 2.4478366026732883"
19,Prunus,avium,4,"48.9006555982993, 2.380414242010382"
20,Acer,pseudoplatanus,16,"48.8595236664532, 2.3969546320740376"
12,Prunus,avium,5,"48.84285503893225, 2.4085558455294347"
15,Taxus,baccata,4,"48.82942173636336, 2.2934191872363856"
15,Tilia,x europaea,8,"48.84143401524526, 2.2809124553457067"
8,Aesculus,hippocastanum,10,"48.864930746552886, 2.3149034678386764"
16,Platanus,x hispanica,17,"48.87482659427169, 2.2912658840901474"
12,Corylus,colurna,10,"48.842621041449114, 2.3887482098724413"
8,Aesculus,hippocastanum,19,"48.86453968765702, 2.3117115730197755"
20,Aesculus,x carnea,6,"48.861706176113614, 2.393599168203802"
18,Acer,platanoides,18,"48.89394808383516, 2.333671037857349"
19,Platanus,x hispanica,20,"48.88584648044887, 2.393662176892019"
18,Platanus,x hispanica,21,"48.898521661633175, 2.3676964625350267"
16,Acer,platanoides,12,"48.84491685266595, 2.2615396772689826"
18,Platanus,x hispanica,5,"48.88929868368877, 2.3535898418984895"
14,Platanus,x hispanica,15,"48.83768524106268, 2.323024498387154"
8,Aesculus,hippocastanum,18,"48.86561200361939, 2.310186913939253"
7,Platanus,x hispanica,19,"48.84980518935581, 2.31509243700849"
17,Malus,domestica,5,"48.8902810597806, 2.3146331186634894"
18,Liriodendron,tulipifera,14,"48.89350830292506, 2.3368398471709524"
15,Platanus,x hispanica,15,"48.85652937186706, 2.2898960281624055"
13,Platanus,x hispanica,10,"48.83693078343429, 2.3496490160471057"
13,Platanus,x hispanica,6,"48.83381961826928, 2.3603683449638786"
14,Tilia,cordata,15,"48.824318437378494, 2.314837220491164"
16,Celtis,australis,5,"48.86795686299942, 2.2696405083342137"
19,Platanus,orientalis,20,"48.88306058791802, 2.388600240784857"
16,Platanus,x hispanica,22,"48.84191634786351, 2.254591614096771"
7,Tilia,tomentosa,14,"48.860494766746974, 2.311666778161872"
12,Styphnolobium,japonicum,10,"48.82731735788149, 2.448547334045522"
9,Styphnolobium,japonicum,5,"48.871314875670855, 2.344682838455691"
15,Platanus,x hispanica,12,"48.84120693839572, 2.2808931254925433"
12,Acer,platanoides,6,"48.83478444352859, 2.432277332547347"
17,Platanus,x hispanica,22,"48.88205057851954, 2.3112484464094103"
19,Acer,negundo var. californicum,6,"48.88277955763151, 2.3748093528019374"
11,Pterocarya,fraxinifolia,10,"48.86148496468437, 2.3773510795589465"
16,Ilex,aquifolium,4,"48.87297325346614, 2.290898889939336"
13,Fraxinus,excelsior,5,"48.825477943931574, 2.3880776600243903"
18,Celtis,australis,8,"48.88309096366553, 2.3350395982951073"
13,Acer,negundo,10,"48.824525242677026, 2.342663719283497"
15,Pinus,nigra subsp. nigra,7,"48.83700845705301, 2.273513709747573"
20,Amelanchier,sp.,3,"48.86173504608728, 2.412275731862406"
15,Aesculus,hippocastanum,10,"48.83606180545891, 2.2934572760660776"
8,Pinus,nigra subsp. nigra,10,"48.868137674160835, 2.31626694505816"
19,Populus,nigra,20,"48.883925633524626, 2.3691515052233525"
19,Ostrya,carpinifolia,4,"48.900134686882446, 2.3822796063913496"
18,Carpinus,betulus,12,"48.88991582993821, 2.3356671618360516"
12,Tilia,tomentosa,5,"48.845278592412065, 2.371201646297033"
18,Platanus,x hispanica,8,"48.89801570329013, 2.341176999550601"
16,Aesculus,hippocastanum,7,"48.862375047576975, 2.29105143859362"
14,Araucaria,araucana,4,"48.82115939837664, 2.3362346011583726"
19,Styphnolobium,japonicum,5,"48.8941704955881, 2.3945900459640272"
17,Betula,pubescens,1,"48.89267152770523, 2.3114853059596787"
19,Betula,pendula,6,"48.87784862145308, 2.392634027517001"
13,Platanus,occidentalis,20,"48.83043999100855, 2.3469291143748787"
15,Styphnolobium,japonicum,18,"48.83666209227702, 2.2914480634636805"
14,Acer,pseudoplatanus,6,"48.84154025756012, 2.3295529419553715"
13,Liriodendron,tulipifera,15,"48.819999712655644, 2.3624353223397874"
17,Platanus,x hispanica,11,"48.888860970788336, 2.3259410227827697"
16,Styphnolobium,japonicum,13,"48.87297350056903, 2.291244012461564"
20,Pyrus,calleryana,6,"48.87591596032681, 2.4121315448555523"
20,Populus,nigra,20,"48.854439082032734, 2.4011487984500066"
14,Corylus,avellana,7,"48.82248894056856, 2.3372177571065356"
18,Tilia,cordata,15,"48.90035801386142, 2.345418330975325"
7,Paulownia,tomentosa,7,"48.85747930406099, 2.3106186398249196"
15,Prunus,serrulata,0,"48.83097663068387, 2.26954709203346"
20,Carpinus,betulus,12,"48.859003095245534, 2.3993266898014456"
15,Prunus,serrulata,0,"48.83875235433195, 2.2805797474118115"
15,Fagus,sylvatica,0,"48.841638318740756, 2.2746188183912994"
13,Prunus,avium,14,"48.82517306764627, 2.376458537607228"
20,Aesculus,hippocastanum,14,"48.86379558757668, 2.393742198204653"
11,Pyrus,calleryana,5,"48.86251578419093, 2.3766938443288064"
12,Acer,negundo,5,"48.843874941768554, 2.3861318613268137"
7,Platanus,x hispanica,8,"48.85567086486373, 2.309643587108951"
18,Malus,tschonoskii,7,"48.89835257841104, 2.364046093968546"
18,Platanus,x hispanica,8,"48.896176353962574, 2.3460207491048246"
8,Aesculus,hippocastanum,6,"48.86442183644045, 2.3063165646914485"
12,Aesculus,hippocastanum,10,"48.84947948708882, 2.375989228645625"
12,Corylus,colurna,6,"48.84247823856915, 2.4143049473016807"
20,Platanus,x hispanica,8,"48.878046318869416, 2.409941327824439"
16,Ailanthus,altissima,15,"48.84496475236393, 2.269927993647018"
13,Alnus,glutinosa,7,"48.828690650485015, 2.380287318147361"
11,Celtis,australis,10,"48.85499158317015, 2.3938481775484797"
16,Styphnolobium,japonicum,15,"48.83874610642878, 2.2548667743490176"
19,Acer,campestre,0,"48.88172338225635, 2.386250225542241"
13,Aesculus,x carnea,5,"48.82027669751565, 2.356075046797006"
20,Acer,pseudoplatanus,18,"48.86334351262476, 2.411628094409021"
13,Tilia,x euchlora,10,"48.83129031885871, 2.341376053936304"
14,Platanus,x hispanica,10,"48.837898966303186, 2.3224277394334565"
18,Crataegus,laevigata,7,"48.88905856077574, 2.337947992127782"
17,Tilia,x euchlora,11,"48.88604944730866, 2.2850629720271405"
13,Tilia,tomentosa,10,"48.830165444912865, 2.3566444843908445"
17,Platanus,x hispanica,8,"48.87955074300502, 2.2912272970593173"
5,Platanus,x hispanica,8,"48.849204421156614, 2.3560921402779056"
14,Sorbus,latifolia,5,"48.82056903906164, 2.326541055953877"
17,Platanus,x hispanica,10,"48.88605356792658, 2.2944055453520162"
16,Robinia,pseudoacacia,2,"48.87541777397979, 2.2763355987527314"
20,Tilia,sp.,5,"48.85981694677083, 2.3898016543643092"
15,Aesculus,x carnea,7,"48.836554440977906, 2.275750041906468"
14,Platanus,orientalis,9,"48.8262714909217, 2.338646192544867"
12,Aesculus,sp.,12,"48.838312222513615, 2.451304985618143"
13,Tilia,tomentosa,10,"48.82180516624442, 2.3764786061332446"
7,Tilia,tomentosa,8,"48.86087048205099, 2.3147631342045005"
10,Platanus,x hispanica,19,"48.86919585745166, 2.3559422701479074"
13,Acer,opalus,5,"48.82624595168448, 2.3614255902279604"
16,Quercus,ilex,5,"48.83486766495776, 2.2568652135085783"
19,Acer,opalus,14,"48.88188153726869, 2.385298411062223"
8,Aesculus,hippocastanum,10,"48.868095557391165, 2.311760882596682"
18,Aesculus,hippocastanum,20,"48.89145858721342, 2.3311619504008863"
10,Platanus,x hispanica,13,"48.87005205170302, 2.351368238450627"
7,Tilia,sp.,12,"48.85243482620673, 2.3255637243103435"
12,Acer,sp.,10,"48.837786125846044, 2.431667675911649"
17,Aesculus,hippocastanum,12,"48.88741321529549, 2.31144698034275"
17,Platanus,x hispanica,7,"48.894645912956676, 2.313775372029016"
12,Aesculus,hippocastanum,15,"48.83269468342274, 2.4069713171664855"
16,Tilia,x europaea,6,"48.87200116182941, 2.291035025078503"
12,Catalpa,bignonioides,6,"48.84085886493271, 2.402683294918996"
18,Styphnolobium,japonicum,12,"48.895641082875564, 2.3527642458256146"
12,Styphnolobium,japonicum,10,"48.83575052555594, 2.402177101911165"
11,Juglans,nigra,5,"48.86068905194775, 2.378134361919499"
10,Styphnolobium,japonicum,5,"48.87300453215165, 2.358822778890549"
5,Paulownia,tomentosa,5,"48.8459029426476, 2.3547154588965666"
16,Clerodendrum,trichotomum,3,"48.86493587314701, 2.2698886944164323"
19,Acer,platanoides,12,"48.88015058428755, 2.400777175160844"
7,Platanus,x hispanica,14,"48.854822891908796, 2.3294989987138166"
19,Tilia,cordata,6,"48.896908745153226, 2.3850806546773047"
19,Taxus,baccata,0,"48.87950895344085, 2.379886362716911"
1,Liquidambar,styraciflua,10,"48.862511941171135, 2.343658408900341"
15,Tilia,tomentosa,0,"48.83672269115546, 2.3080682200859552"
15,Quercus,ilex,7,"48.83434588644516, 2.2745747005372965"
13,Styphnolobium,japonicum,7,"48.826684997940596, 2.364407123182749"
1,Aesculus,hippocastanum,18,"48.85750508364945, 2.3402206649773625"
16,Platanus,x hispanica,9,"48.84357839385868, 2.265210480066876"
19,Acer,platanoides,4,"48.88574415713281, 2.3794376673230033"
14,Pyrus,calleryana,8,"48.82560029499378, 2.3383124475714614"
18,Cercis,siliquastrum,5,"48.90128665592477, 2.3628371131116164"
13,Tilia,tomentosa,7,"48.82019921948445, 2.3557327576106424"
17,Platanus,x hispanica,17,"48.88208963355809, 2.2862099108953484"
15,Robinia,pseudoacacia,5,"48.82969238621034, 2.2723825258347654"
17,Ostrya,carpinifolia,7,"48.88308882440193, 2.320676841531719"
3,Platanus,x hispanica,18,"48.86418751390615, 2.3523142052864894"
10,Platanus,x hispanica,23,"48.87084666544646, 2.3613361062425327"
20,Elaeagnus,angustifolia,5,"48.871534531969004, 2.4135452212558417"
8,Aesculus,hippocastanum,15,"48.86690277405957, 2.3177898164464725"
16,Prunus,cerasifera,5,"48.873294295438626, 2.27643438740848"
11,Platanus,x hispanica,8,"48.85011153445097, 2.385029165855568"
11,Pterocarya,fraxinifolia,10,"48.85871006714208, 2.37993955491946"
12,Fagus,sylvatica,20,"48.83852305366216, 2.4435286789486"
13,Tilia,tomentosa,15,"48.822906496000904, 2.34732171134948"
19,Populus,x canadensis,7,"48.88723600467669, 2.378441884246404"
13,Platanus,x hispanica,10,"48.82115231640807, 2.368680406285889"
17,Tilia,cordata,5,"48.87730024307647, 2.2943303336533214"
19,Alnus,x spaethii,5,"48.89422873093511, 2.3854688629883674"
13,Aesculus,hippocastanum,6,"48.83615789042147, 2.350340495404489"
8,Magnolia,grandiflora,5,"48.867920857902, 2.315673004440828"
10,Platanus,x hispanica,5,"48.872278450024844, 2.37674568690377"
3,Zelkova,serrata,5,"48.859664729799086, 2.3674296418874596"
14,Acer,pseudoplatanus,7,"48.83550938086439, 2.314924059573906"
15,Betula,utilis,0,"48.843572734426644, 2.2903192814236952"
3,Prunus,sp.,5,"48.861834625988, 2.3550947629259027"
20,Platanus,x hispanica,18,"48.87291005347274, 2.394599100209575"
8,Platanus,x hispanica,17,"48.87124023244344, 2.322241769383932"
16,Fraxinus,excelsior,10,"48.86010661428141, 2.262965226095415"
10,Diospyros,lotus,6,"48.872332897873996, 2.364056940725284"
12,Aesculus,sp.,5,"48.84759190282763, 2.395423186077361"
12,Betula,nigra,0,"48.822185467354885, 2.457344353432759"
18,Celtis,australis,11,"48.88908395533692, 2.34511003798824"
15,Aesculus,hippocastanum,5,"48.833288466230606, 2.2864211520292304"
13,Tilia,tomentosa,12,"48.829738886352516, 2.3569840066882284"
19,Tilia,x euchlora,10,"48.885207829202436, 2.3739625862877722"
12,Platanus,x hispanica,12,"48.828308542190136, 2.428082795284979"
15,Quercus,robur,0,"48.840052177289245, 2.2754611625955508"
19,Platanus,x hispanica,15,"48.888545143935005, 2.3969820116446283"
15,Carpinus,betulus,0,"48.84282792800179, 2.2738730382437335"
19,Platanus,x hispanica,5,"48.89278134531421, 2.396114817572561"
16,Liriodendron,tulipifera,9,"48.84775294269435, 2.2554065756622617"
14,Tamarix,sp.,6,"48.83518346616482, 2.336191646634352"
15,Prunus,cerasifera,5,"48.84243853704685, 2.3204359979337768"
15,Lagerstroemia,indica,6,"48.838914512716, 2.2839014625401095"
13,Prunus,serrulata,4,"48.82934712780157, 2.3527644130201004"
20,Platanus,x hispanica,20,"48.859855030540736, 2.399907056419199"
15,Magnolia,x soulangeana,5,"48.843443417294054, 2.296548976177668"
13,Acer,platanoides,6,"48.81916419139088, 2.3530728277275847"
14,Platanus,x hispanica,15,"48.82657829138927, 2.335223655044627"
12,Platanus,x hispanica,15,"48.84749969167618, 2.37471281980196"
16,Platanus,x hispanica,10,"48.84285214023073, 2.260597828716149"
12,Aesculus,hippocastanum,5,"48.83989014040826, 2.381819449731592"
15,Styphnolobium,japonicum,15,"48.84143699272855, 2.2778921616128547"
10,Platanus,x hispanica,11,"48.87452675026503, 2.3578129849036173"
14,Platanus,x hispanica,5,"48.83612981871953, 2.3277873211653213"
11,Gleditsia,triacanthos,6,"48.86378409124361, 2.3863414914208954"
19,Pinus,nigra subsp. nigra,8,"48.88220777418826, 2.400028464341456"
14,Tilia,platyphyllos,7,"48.82739737225206, 2.3315044535790896"
19,Platanus,orientalis,10,"48.880216879492195, 2.392290288005491"
16,Robinia,pseudoacacia,15,"48.87054247365747, 2.271717369827433"
12,Tilia,cordata,10,"48.8401410693702, 2.4331784748407954"
16,Carpinus,betulus,6,"48.86581348164714, 2.2693746388007705"
7,Quercus,imbricaria,5,"48.85738888663883, 2.2975050350139785"
16,Platanus,x hispanica,8,"48.872772049682574, 2.295381430422983"
15,Styphnolobium,japonicum,12,"48.84651432901714, 2.2864116447488887"
14,Acer,pseudoplatanus,8,"48.839991150855916, 2.3301321804239117"
7,Platanus,x hispanica,20,"48.858830192226165, 2.322969333211073"
7,Platanus,x hispanica,15,"48.855226448027814, 2.3040525481520957"
9,Platanus,x hispanica,18,"48.88086648530808, 2.3414792665878674"
18,Lagerstroemia,indica,3,"48.89525498230303, 2.340064593965196"
12,Aesculus,hippocastanum,15,"48.839586304446975, 2.4139477688371027"
17,Betula,pendula,4,"48.892761020643405, 2.3115011287685583"
19,Pinus,nigra subsp. nigra,8,"48.88154876516286, 2.400976968773607"
16,Lagerstroemia,indica,3,"48.83805748426779, 2.2545169003950485"
17,Pyrus,communis,2,"48.892797063022364, 2.3144187197834896"
7,Platanus,x hispanica,5,"48.85795012195095, 2.309892099622828"
16,Cornus,mas,6,"48.84426697664645, 2.2698641419977545"
7,Aesculus,hippocastanum,14,"48.86244562647799, 2.3080274744828144"
6,Aesculus,hippocastanum,8,"48.8444347232833, 2.333572189658111"
13,Aesculus,hippocastanum,10,"48.83590286783574, 2.349753494538213"
14,Platanus,x hispanica,5,"48.82810142910173, 2.334652393794635"
13,Cornus,controversa,6,"48.81945102354439, 2.3475336364844726"
17,Styphnolobium,japonicum,11,"48.881491938868436, 2.2910644294943574"
20,Tilia,tomentosa,10,"48.866096488127525, 2.3878438537698288"
12,Tilia,x europaea,10,"48.83444669943571, 2.3819649621940906"
15,Pinus,sylvestris,5,"48.828413240355765, 2.269928788695566"
15,Fagus,sylvatica,0,"48.841501656095346, 2.2749651371495516"
19,Sambucus,nigra,0,"48.87941097872609, 2.4082631595037562"
20,Aesculus,hippocastanum,14,"48.867092848283825, 2.4000094680298902"
12,Quercus,petraea,4,"48.83009456114733, 2.4608686381890763"
14,Acer,pseudoplatanus,5,"48.83166668380528, 2.3097931258502604"
1,Platanus,x hispanica,5,"48.8585565169588, 2.3417472782393207"
9,Aesculus,hippocastanum,12,"48.88222223749082, 2.3446828182776427"
12,Aesculus,hippocastanum,10,"48.83475469081765, 2.419376436993391"
15,Fraxinus,ornus,6,"48.83778719588414, 2.2722531718467036"
12,Tilia,platyphyllos,13,"48.83272329496536, 2.442498555099469"
14,Platanus,x hispanica,14,"48.83312219827826, 2.3352634349921915"
17,Platanus,x hispanica,7,"48.89070971808425, 2.304873513518517"
15,Magnolia,grandiflora,0,"48.8398536920249, 2.2762252090571007"
19,Robinia,pseudoacacia,20,"48.87827141590138, 2.385519917985656"
17,Aesculus,hippocastanum,16,"48.891307339504266, 2.2982754622138897"
11,Tilia,tomentosa,5,"48.86591892809107, 2.3654697831370006"
7,Aesculus,hippocastanum,14,"48.85987557593145, 2.2954780279881897"
20,Fraxinus,excelsior,10,"48.86578146870312, 2.412765214535597"
13,Aesculus,hippocastanum,18,"48.81926654433941, 2.3552045852150076"
15,Morus,sp.,5,"48.83317420898414, 2.277950971186444"
12,Malus,domestica,2,"48.836801704319136, 2.394164198655392"
8,Aesculus,hippocastanum,5,"48.86619153968417, 2.3175847763622794"
20,Catalpa,bignonioides,7,"48.86945940879547, 2.4110632100592664"
15,Corylus,colurna,10,"48.84637802462667, 2.3065846166150283"
7,Platanus,x hispanica,12,"48.85290370595332, 2.311080594691372"
13,Platanus,occidentalis,12,"48.83092800559827, 2.353250295430415"
12,Platanus,x hispanica,10,"48.83134354608962, 2.3875769745859534"
11,Styphnolobium,japonicum,10,"48.8678675097999, 2.3821215408258865"
13,Celtis,australis,16,"48.816587018169116, 2.346545739774805"
14,Acer,platanoides,18,"48.82417905572126, 2.336796567860112"
